,track_id,release_date,label,popularity,genres,artist_popularity,followers,bar_mean,bar_stdev,bar_stdev_normalized,bar_max,bar_min,bar_range,bar_range_normalized,bar_diff_stdev,region_5pct_count,region_2pct_count,region_5pct_cumsum,region_2pct_cumsum,bar_count,region_5pct_bar_count,region_2pct_bar_count
0,00dTSHDHnQAyE6gwGaMROJ,2014,"Big Machine Records, LLC",26,contemporary country,63,155480,2.0066607079646017,0.10554942841522176,0.05259953912302532,3.01176,1.56581,1.4459500000000003,0.7205752294151699,0.1179307677208838,3,8,0,0,113,102,51
51,00dTSHDHnQAyE6gwGaMROJ,2014,"Big Machine Records, LLC",26,contemporary country,63,155480,2.0066607079646017,0.10554942841522176,0.05259953912302532,3.01176,1.56581,1.4459500000000003,0.7205752294151699,0.1179307677208838,3,8,0,1,113,102,6
57,00dTSHDHnQAyE6gwGaMROJ,2014,"Big Machine Records, LLC",26,contemporary country,63,155480,2.0066607079646017,0.10554942841522176,0.05259953912302532,3.01176,1.56581,1.4459500000000003,0.7205752294151699,0.1179307677208838,3,8,0,2,113,102,4
61,00dTSHDHnQAyE6gwGaMROJ,2014,"Big Machine Records, LLC",26,contemporary country,63,155480,2.0066607079646017,0.10554942841522176,0.05259953912302532,3.01176,1.56581,1.4459500000000003,0.7205752294151699,0.1179307677208838,3,8,0,3,113,102,20
81,00dTSHDHnQAyE6gwGaMROJ,2014,"Big Machine Records, LLC",26,contemporary country,63,155480,2.0066607079646017,0.10554942841522176,0.05259953912302532,3.01176,1.56581,1.4459500000000003,0.7205752294151699,0.1179307677208838,3,8,0,4,113,102,20
101,00dTSHDHnQAyE6gwGaMROJ,2014,"Big Machine Records, LLC",26,contemporary country,63,155480,2.0066607079646017,0.10554942841522176,0.05259953912302532,3.01176,1.56581,1.4459500000000003,0.7205752294151699,0.1179307677208838,3,8,0,5,113,102,1
102,00dTSHDHnQAyE6gwGaMROJ,2014,"Big Machine Records, LLC",26,contemporary country,63,155480,2.0066607079646017,0.10554942841522176,0.05259953912302532,3.01176,1.56581,1.4459500000000003,0.7205752294151699,0.1179307677208838,3,8,1,6,113,1,1
103,00dTSHDHnQAyE6gwGaMROJ,2014,"Big Machine Records, LLC",26,contemporary country,63,155480,2.0066607079646017,0.10554942841522176,0.05259953912302532,3.01176,1.56581,1.4459500000000003,0.7205752294151699,0.1179307677208838,3,8,2,7,113,9,9
112,00dTSHDHnQAyE6gwGaMROJ,2014,"Big Machine Records, LLC",26,contemporary country,63,155480,2.0066607079646017,0.10554942841522176,0.05259953912302532,3.01176,1.56581,1.4459500000000003,0.7205752294151699,0.1179307677208838,3,8,3,8,113,1,1
113,00nXuyt44ypZJgBi6YLobX,1981,Parlophone,46,album rock::classic rock::folk rock::mellow gold::psychedelic rock::rock::roots rock::singer-songwriter::soft rock,73,1371892,1.975375514018692,0.20571895841966298,0.10414169708986094,3.4792,0.49363,2.98557,1.5113936458218897,0.2892817631990576,4,5,0,0,107,14,14
127,00nXuyt44ypZJgBi6YLobX,1981,Parlophone,46,album rock::classic rock::folk rock::mellow gold::psychedelic rock::rock::roots rock::singer-songwriter::soft rock,73,1371892,1.975375514018692,0.20571895841966298,0.10414169708986094,3.4792,0.49363,2.98557,1.5113936458218897,0.2892817631990576,4,5,1,1,107,1,1
128,00nXuyt44ypZJgBi6YLobX,1981,Parlophone,46,album rock::classic rock::folk rock::mellow gold::psychedelic rock::rock::roots rock::singer-songwriter::soft rock,73,1371892,1.975375514018692,0.20571895841966298,0.10414169708986094,3.4792,0.49363,2.98557,1.5113936458218897,0.2892817631990576,4,5,2,2,107,40,40
168,00nXuyt44ypZJgBi6YLobX,1981,Parlophone,46,album rock::classic rock::folk rock::mellow gold::psychedelic rock::rock::roots rock::singer-songwriter::soft rock,73,1371892,1.975375514018692,0.20571895841966298,0.10414169708986094,3.4792,0.49363,2.98557,1.5113936458218897,0.2892817631990576,4,5,3,3,107,1,1
169,00nXuyt44ypZJgBi6YLobX,1981,Parlophone,46,album rock::classic rock::folk rock::mellow gold::psychedelic rock::rock::roots rock::singer-songwriter::soft rock,73,1371892,1.975375514018692,0.20571895841966298,0.10414169708986094,3.4792,0.49363,2.98557,1.5113936458218897,0.2892817631990576,4,5,4,4,107,51,3
172,00nXuyt44ypZJgBi6YLobX,1981,Parlophone,46,album rock::classic rock::folk rock::mellow gold::psychedelic rock::rock::roots rock::singer-songwriter::soft rock,73,1371892,1.975375514018692,0.20571895841966298,0.10414169708986094,3.4792,0.49363,2.98557,1.5113936458218897,0.2892817631990576,4,5,4,5,107,51,48
220,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,0,0,85,50,11
231,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,0,1,85,50,12
243,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,0,2,85,50,4
247,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,0,3,85,50,2
249,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,0,4,85,50,2
251,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,0,5,85,50,2
253,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,0,6,85,50,5
258,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,0,7,85,50,2
260,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,0,8,85,50,7
267,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,0,9,85,50,3
270,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,1,10,85,1,1
271,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,2,11,85,4,4
275,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,3,12,85,1,1
276,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,4,13,85,5,5
281,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,5,14,85,24,2
283,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,5,15,85,24,14
297,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,5,16,85,24,5
302,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,5,17,85,24,2
304,01xavHmmWCgZUUtZONXj2S,2008,Fast Crowd Records,0,folk punk,1,139,1.554247529411765,0.14779525003568025,0.09509119187187398,2.6161,0.77553,1.8405699999999998,1.1842193506311052,0.21068726324959045,5,18,5,18,85,24,1
305,02M0qdOryJfRJEiIGpAdQN,1978,Reprise,48,album rock::canadian singer-songwriter::classic canadian rock::classic rock::mellow gold::permanent wave::psychedelic rock::rock::roots rock::singer-songwriter,75,1673550,1.578640259740259,0.050659625322741875,0.03209067107605449,1.98806,1.487,0.5010599999999998,0.3173997349354574,0.06844524794042942,5,7,0,0,154,7,7
312,02M0qdOryJfRJEiIGpAdQN,1978,Reprise,48,album rock::canadian singer-songwriter::classic canadian rock::classic rock::mellow gold::permanent wave::psychedelic rock::rock::roots rock::singer-songwriter,75,1673550,1.578640259740259,0.050659625322741875,0.03209067107605449,1.98806,1.487,0.5010599999999998,0.3173997349354574,0.06844524794042942,5,7,1,1,154,1,1
313,02M0qdOryJfRJEiIGpAdQN,1978,Reprise,48,album rock::canadian singer-songwriter::classic canadian rock::classic rock::mellow gold::permanent wave::psychedelic rock::rock::roots rock::singer-songwriter,75,1673550,1.578640259740259,0.050659625322741875,0.03209067107605449,1.98806,1.487,0.5010599999999998,0.3173997349354574,0.06844524794042942,5,7,2,2,154,113,38
351,02M0qdOryJfRJEiIGpAdQN,1978,Reprise,48,album rock::canadian singer-songwriter::classic canadian rock::classic rock::mellow gold::permanent wave::psychedelic rock::rock::roots rock::singer-songwriter,75,1673550,1.578640259740259,0.050659625322741875,0.03209067107605449,1.98806,1.487,0.5010599999999998,0.3173997349354574,0.06844524794042942,5,7,2,3,154,113,75
426,02M0qdOryJfRJEiIGpAdQN,1978,Reprise,48,album rock::canadian singer-songwriter::classic canadian rock::classic rock::mellow gold::permanent wave::psychedelic rock::rock::roots rock::singer-songwriter,75,1673550,1.578640259740259,0.050659625322741875,0.03209067107605449,1.98806,1.487,0.5010599999999998,0.3173997349354574,0.06844524794042942,5,7,3,4,154,3,1
427,02M0qdOryJfRJEiIGpAdQN,1978,Reprise,48,album rock::canadian singer-songwriter::classic canadian rock::classic rock::mellow gold::permanent wave::psychedelic rock::rock::roots rock::singer-songwriter,75,1673550,1.578640259740259,0.050659625322741875,0.03209067107605449,1.98806,1.487,0.5010599999999998,0.3173997349354574,0.06844524794042942,5,7,3,5,154,3,2
429,02M0qdOryJfRJEiIGpAdQN,1978,Reprise,48,album rock::canadian singer-songwriter::classic canadian rock::classic rock::mellow gold::permanent wave::psychedelic rock::rock::roots rock::singer-songwriter,75,1673550,1.578640259740259,0.050659625322741875,0.03209067107605449,1.98806,1.487,0.5010599999999998,0.3173997349354574,0.06844524794042942,5,7,4,6,154,1,1
430,02M0qdOryJfRJEiIGpAdQN,1978,Reprise,48,album rock::canadian singer-songwriter::classic canadian rock::classic rock::mellow gold::permanent wave::psychedelic rock::rock::roots rock::singer-songwriter,75,1673550,1.578640259740259,0.050659625322741875,0.03209067107605449,1.98806,1.487,0.5010599999999998,0.3173997349354574,0.06844524794042942,5,7,5,7,154,29,29
459,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,0,0,196,22,22
481,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,1,1,196,1,1
482,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,2,2,196,6,6
488,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,3,3,196,1,1
489,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,4,4,196,31,31
520,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,5,5,196,1,1
521,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,6,6,196,32,6
527,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,6,7,196,32,12
539,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,6,8,196,32,2
541,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,6,9,196,32,3
544,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,6,10,196,32,1
545,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,6,11,196,32,8
553,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,7,12,196,1,1
554,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,8,13,196,9,9
563,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,9,14,196,1,1
564,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,10,15,196,90,29
593,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,10,16,196,90,53
646,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,10,17,196,90,1
647,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,10,18,196,90,1
648,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,10,19,196,90,3
651,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,10,20,196,90,3
654,02TlBa3Yd1NEJtZP016QAB,1985,"Mute, a BMG Company",35,permanent wave::singer-songwriter,71,781014,2.194879387755103,0.22591415524062403,0.1029278221395511,3.31476,0.54289,2.7718700000000003,1.2628803274858016,0.30039280424538656,11,21,11,21,196,1,1
655,04aqUZa6iLLzRoK5eEb7Zh,1975,Fat Possum,38,classic soul::funk::memphis soul::quiet storm::soul::soul blues::southern soul,71,1194941,1.6104223404255316,0.11453498601885988,0.07112108615470127,2.93907,1.54115,1.39792,0.8680455833906398,0.11588489714182966,1,8,0,0,141,140,50
705,04aqUZa6iLLzRoK5eEb7Zh,1975,Fat Possum,38,classic soul::funk::memphis soul::quiet storm::soul::soul blues::southern soul,71,1194941,1.6104223404255316,0.11453498601885988,0.07112108615470127,2.93907,1.54115,1.39792,0.8680455833906398,0.11588489714182966,1,8,0,1,141,140,2
707,04aqUZa6iLLzRoK5eEb7Zh,1975,Fat Possum,38,classic soul::funk::memphis soul::quiet storm::soul::soul blues::southern soul,71,1194941,1.6104223404255316,0.11453498601885988,0.07112108615470127,2.93907,1.54115,1.39792,0.8680455833906398,0.11588489714182966,1,8,0,2,141,140,2
709,04aqUZa6iLLzRoK5eEb7Zh,1975,Fat Possum,38,classic soul::funk::memphis soul::quiet storm::soul::soul blues::southern soul,71,1194941,1.6104223404255316,0.11453498601885988,0.07112108615470127,2.93907,1.54115,1.39792,0.8680455833906398,0.11588489714182966,1,8,0,3,141,140,46
755,04aqUZa6iLLzRoK5eEb7Zh,1975,Fat Possum,38,classic soul::funk::memphis soul::quiet storm::soul::soul blues::southern soul,71,1194941,1.6104223404255316,0.11453498601885988,0.07112108615470127,2.93907,1.54115,1.39792,0.8680455833906398,0.11588489714182966,1,8,0,4,141,140,2
757,04aqUZa6iLLzRoK5eEb7Zh,1975,Fat Possum,38,classic soul::funk::memphis soul::quiet storm::soul::soul blues::southern soul,71,1194941,1.6104223404255316,0.11453498601885988,0.07112108615470127,2.93907,1.54115,1.39792,0.8680455833906398,0.11588489714182966,1,8,0,5,141,140,2
759,04aqUZa6iLLzRoK5eEb7Zh,1975,Fat Possum,38,classic soul::funk::memphis soul::quiet storm::soul::soul blues::southern soul,71,1194941,1.6104223404255316,0.11453498601885988,0.07112108615470127,2.93907,1.54115,1.39792,0.8680455833906398,0.11588489714182966,1,8,0,6,141,140,6
765,04aqUZa6iLLzRoK5eEb7Zh,1975,Fat Possum,38,classic soul::funk::memphis soul::quiet storm::soul::soul blues::southern soul,71,1194941,1.6104223404255316,0.11453498601885988,0.07112108615470127,2.93907,1.54115,1.39792,0.8680455833906398,0.11588489714182966,1,8,0,7,141,140,30
795,04aqUZa6iLLzRoK5eEb7Zh,1975,Fat Possum,38,classic soul::funk::memphis soul::quiet storm::soul::soul blues::southern soul,71,1194941,1.6104223404255316,0.11453498601885988,0.07112108615470127,2.93907,1.54115,1.39792,0.8680455833906398,0.11588489714182966,1,8,1,8,141,1,1
796,04ilBEd1FVUhpv9ItR6yTN,1972,Capitol Nashville,52,bakersfield sound,55,16414,2.4332729411764693,0.08901504347679925,0.03658243264471644,2.53067,1.86511,0.6655600000000002,0.27352459674261076,0.12984342429369974,2,7,0,0,51,3,1
797,04ilBEd1FVUhpv9ItR6yTN,1972,Capitol Nashville,52,bakersfield sound,55,16414,2.4332729411764693,0.08901504347679925,0.03658243264471644,2.53067,1.86511,0.6655600000000002,0.27352459674261076,0.12984342429369974,2,7,0,1,51,3,2
799,04ilBEd1FVUhpv9ItR6yTN,1972,Capitol Nashville,52,bakersfield sound,55,16414,2.4332729411764693,0.08901504347679925,0.03658243264471644,2.53067,1.86511,0.6655600000000002,0.27352459674261076,0.12984342429369974,2,7,1,2,51,1,1
800,04ilBEd1FVUhpv9ItR6yTN,1972,Capitol Nashville,52,bakersfield sound,55,16414,2.4332729411764693,0.08901504347679925,0.03658243264471644,2.53067,1.86511,0.6655600000000002,0.27352459674261076,0.12984342429369974,2,7,2,3,51,47,2
802,04ilBEd1FVUhpv9ItR6yTN,1972,Capitol Nashville,52,bakersfield sound,55,16414,2.4332729411764693,0.08901504347679925,0.03658243264471644,2.53067,1.86511,0.6655600000000002,0.27352459674261076,0.12984342429369974,2,7,2,4,51,47,2
804,04ilBEd1FVUhpv9ItR6yTN,1972,Capitol Nashville,52,bakersfield sound,55,16414,2.4332729411764693,0.08901504347679925,0.03658243264471644,2.53067,1.86511,0.6655600000000002,0.27352459674261076,0.12984342429369974,2,7,2,5,51,47,2
806,04ilBEd1FVUhpv9ItR6yTN,1972,Capitol Nashville,52,bakersfield sound,55,16414,2.4332729411764693,0.08901504347679925,0.03658243264471644,2.53067,1.86511,0.6655600000000002,0.27352459674261076,0.12984342429369974,2,7,2,6,51,47,36
842,04ilBEd1FVUhpv9ItR6yTN,1972,Capitol Nashville,52,bakersfield sound,55,16414,2.4332729411764693,0.08901504347679925,0.03658243264471644,2.53067,1.86511,0.6655600000000002,0.27352459674261076,0.12984342429369974,2,7,2,7,51,47,5
847,05Iyugvg0qFWwbqysVvJYu,1967,Epic/Legacy,41,brill building pop::chicago soul::classic soul::funk::memphis soul::motown::quiet storm::rhythm and blues::soul::southern soul,61,164453,2.9214125581395347,0.22614620320547613,0.07740988261839148,4.34008,2.82409,1.5159900000000004,0.5189236267832845,0.2329552027416117,1,2,0,0,43,42,3
850,05Iyugvg0qFWwbqysVvJYu,1967,Epic/Legacy,41,brill building pop::chicago soul::classic soul::funk::memphis soul::motown::quiet storm::rhythm and blues::soul::southern soul,61,164453,2.9214125581395347,0.22614620320547613,0.07740988261839148,4.34008,2.82409,1.5159900000000004,0.5189236267832845,0.2329552027416117,1,2,0,1,43,42,39
889,05Iyugvg0qFWwbqysVvJYu,1967,Epic/Legacy,41,brill building pop::chicago soul::classic soul::funk::memphis soul::motown::quiet storm::rhythm and blues::soul::southern soul,61,164453,2.9214125581395347,0.22614620320547613,0.07740988261839148,4.34008,2.82409,1.5159900000000004,0.5189236267832845,0.2329552027416117,1,2,1,2,43,1,1
890,07ZUajy9dqmjirRDOZXfAr,2006,Indigenous Australia PTY Ltd.,14,australian country::classic australian country,28,599,2.161572962962963,0.27946450931811295,0.12928756702019378,3.2668,0.55017,2.71663,1.2567838544187726,0.36816667484271975,5,5,0,0,54,9,9
899,07ZUajy9dqmjirRDOZXfAr,2006,Indigenous Australia PTY Ltd.,14,australian country::classic australian country,28,599,2.161572962962963,0.27946450931811295,0.12928756702019378,3.2668,0.55017,2.71663,1.2567838544187726,0.36816667484271975,5,5,1,1,54,1,1
900,07ZUajy9dqmjirRDOZXfAr,2006,Indigenous Australia PTY Ltd.,14,australian country::classic australian country,28,599,2.161572962962963,0.27946450931811295,0.12928756702019378,3.2668,0.55017,2.71663,1.2567838544187726,0.36816667484271975,5,5,2,2,54,13,13
913,07ZUajy9dqmjirRDOZXfAr,2006,Indigenous Australia PTY Ltd.,14,australian country::classic australian country,28,599,2.161572962962963,0.27946450931811295,0.12928756702019378,3.2668,0.55017,2.71663,1.2567838544187726,0.36816667484271975,5,5,3,3,54,1,1
914,07ZUajy9dqmjirRDOZXfAr,2006,Indigenous Australia PTY Ltd.,14,australian country::classic australian country,28,599,2.161572962962963,0.27946450931811295,0.12928756702019378,3.2668,0.55017,2.71663,1.2567838544187726,0.36816667484271975,5,5,4,4,54,29,29
943,07ZUajy9dqmjirRDOZXfAr,2006,Indigenous Australia PTY Ltd.,14,australian country::classic australian country,28,599,2.161572962962963,0.27946450931811295,0.12928756702019378,3.2668,0.55017,2.71663,1.2567838544187726,0.36816667484271975,5,5,5,5,54,1,1
944,07bFokhPPYvoUetUl96nQB,2003,"Sundazed Music, Inc.",8,deep southern soul::southern soul,17,1161,2.541578906250001,0.03106465991460577,0.01222258330764967,2.62922,2.48249,0.14673000000000025,0.057731829469931564,0.019113862251223086,0,0,0,0,64,64,64
1008,08Jh3RwLCxSo1mi08vDRrV,1968,"Capitol Records, LLC",20,album rock::canadian country::canadian folk::canadian singer-songwriter::classic rock::country rock::folk::folk rock::mellow gold::rock::roots rock::singer-songwriter::soft rock::traditional folk,63,335306,2.1637221518987344,0.25395315821194825,0.11736865474575668,3.33241,1.0729,2.2595099999999997,1.0442699391958474,0.3281623909102314,7,12,0,0,79,9,9
1017,08Jh3RwLCxSo1mi08vDRrV,1968,"Capitol Records, LLC",20,album rock::canadian country::canadian folk::canadian singer-songwriter::classic rock::country rock::folk::folk rock::mellow gold::rock::roots rock::singer-songwriter::soft rock::traditional folk,63,335306,2.1637221518987344,0.25395315821194825,0.11736865474575668,3.33241,1.0729,2.2595099999999997,1.0442699391958474,0.3281623909102314,7,12,1,1,79,1,1
1018,08Jh3RwLCxSo1mi08vDRrV,1968,"Capitol Records, LLC",20,album rock::canadian country::canadian folk::canadian singer-songwriter::classic rock::country rock::folk::folk rock::mellow gold::rock::roots rock::singer-songwriter::soft rock::traditional folk,63,335306,2.1637221518987344,0.25395315821194825,0.11736865474575668,3.33241,1.0729,2.2595099999999997,1.0442699391958474,0.3281623909102314,7,12,2,2,79,14,1
1019,08Jh3RwLCxSo1mi08vDRrV,1968,"Capitol Records, LLC",20,album rock::canadian country::canadian folk::canadian singer-songwriter::classic rock::country rock::folk::folk rock::mellow gold::rock::roots rock::singer-songwriter::soft rock::traditional folk,63,335306,2.1637221518987344,0.25395315821194825,0.11736865474575668,3.33241,1.0729,2.2595099999999997,1.0442699391958474,0.3281623909102314,7,12,2,3,79,14,1
1020,08Jh3RwLCxSo1mi08vDRrV,1968,"Capitol Records, LLC",20,album rock::canadian country::canadian folk::canadian singer-songwriter::classic rock::country rock::folk::folk rock::mellow gold::rock::roots rock::singer-songwriter::soft rock::traditional folk,63,335306,2.1637221518987344,0.25395315821194825,0.11736865474575668,3.33241,1.0729,2.2595099999999997,1.0442699391958474,0.3281623909102314,7,12,2,4,79,14,1
