,track_id,release_date,label,popularity,genres,artist_popularity,followers,bar_mean,bar_stdev,bar_stdev_normalized,bar_max,bar_min,bar_range,bar_range_normalized,bar_diff_stdev,region_5pct_count,region_2pct_count,region_5pct_cumsum,region_2pct_cumsum,bar_count,region_5pct_bar_count,region_2pct_bar_count
15800,1OQ2UpjO52NnDNs3oDtrc9,2005,Virgin Records,31,australian alternative rock::perth indie,35,8206,1.6327592810457516,0.08163836992222874,0.05000024857916649,2.49027,1.54896,0.9413100000000003,0.5765148671499873,0.10696519843572114,6,14,5,9,153,139,2
15802,1OQ2UpjO52NnDNs3oDtrc9,2005,Virgin Records,31,australian alternative rock::perth indie,35,8206,1.6327592810457516,0.08163836992222874,0.05000024857916649,2.49027,1.54896,0.9413100000000003,0.5765148671499873,0.10696519843572114,6,14,5,10,153,139,55
15857,1OQ2UpjO52NnDNs3oDtrc9,2005,Virgin Records,31,australian alternative rock::perth indie,35,8206,1.6327592810457516,0.08163836992222874,0.05000024857916649,2.49027,1.54896,0.9413100000000003,0.5765148671499873,0.10696519843572114,6,14,5,11,153,139,8
15865,1OQ2UpjO52NnDNs3oDtrc9,2005,Virgin Records,31,australian alternative rock::perth indie,35,8206,1.6327592810457516,0.08163836992222874,0.05000024857916649,2.49027,1.54896,0.9413100000000003,0.5765148671499873,0.10696519843572114,6,14,5,12,153,139,4
15869,1OQ2UpjO52NnDNs3oDtrc9,2005,Virgin Records,31,australian alternative rock::perth indie,35,8206,1.6327592810457516,0.08163836992222874,0.05000024857916649,2.49027,1.54896,0.9413100000000003,0.5765148671499873,0.10696519843572114,6,14,5,13,153,139,4
15873,1OQ2UpjO52NnDNs3oDtrc9,2005,Virgin Records,31,australian alternative rock::perth indie,35,8206,1.6327592810457516,0.08163836992222874,0.05000024857916649,2.49027,1.54896,0.9413100000000003,0.5765148671499873,0.10696519843572114,6,14,6,14,153,1,1
15874,1P9NFHUp0rlmwSVYNtlT4x,1994,A Sun Hill Production AB,21,album rock::hard rock,40,37580,2.739012790697676,0.125299225101131,0.04574612631480813,3.60445,2.04596,1.55849,0.5689969777771736,0.1673074471142181,4,7,0,0,86,27,27
15901,1P9NFHUp0rlmwSVYNtlT4x,1994,A Sun Hill Production AB,21,album rock::hard rock,40,37580,2.739012790697676,0.125299225101131,0.04574612631480813,3.60445,2.04596,1.55849,0.5689969777771736,0.1673074471142181,4,7,1,1,86,1,1
15902,1P9NFHUp0rlmwSVYNtlT4x,1994,A Sun Hill Production AB,21,album rock::hard rock,40,37580,2.739012790697676,0.125299225101131,0.04574612631480813,3.60445,2.04596,1.55849,0.5689969777771736,0.1673074471142181,4,7,2,2,86,27,1
15903,1P9NFHUp0rlmwSVYNtlT4x,1994,A Sun Hill Production AB,21,album rock::hard rock,40,37580,2.739012790697676,0.125299225101131,0.04574612631480813,3.60445,2.04596,1.55849,0.5689969777771736,0.1673074471142181,4,7,2,3,86,27,8
15911,1P9NFHUp0rlmwSVYNtlT4x,1994,A Sun Hill Production AB,21,album rock::hard rock,40,37580,2.739012790697676,0.125299225101131,0.04574612631480813,3.60445,2.04596,1.55849,0.5689969777771736,0.1673074471142181,4,7,2,4,86,27,3
15914,1P9NFHUp0rlmwSVYNtlT4x,1994,A Sun Hill Production AB,21,album rock::hard rock,40,37580,2.739012790697676,0.125299225101131,0.04574612631480813,3.60445,2.04596,1.55849,0.5689969777771736,0.1673074471142181,4,7,2,5,86,27,15
15929,1P9NFHUp0rlmwSVYNtlT4x,1994,A Sun Hill Production AB,21,album rock::hard rock,40,37580,2.739012790697676,0.125299225101131,0.04574612631480813,3.60445,2.04596,1.55849,0.5689969777771736,0.1673074471142181,4,7,3,6,86,1,1
15930,1P9NFHUp0rlmwSVYNtlT4x,1994,A Sun Hill Production AB,21,album rock::hard rock,40,37580,2.739012790697676,0.125299225101131,0.04574612631480813,3.60445,2.04596,1.55849,0.5689969777771736,0.1673074471142181,4,7,4,7,86,30,30
15960,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,0,0,227,1,1
15961,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,1,1,227,1,1
15962,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,2,2,227,9,5
15967,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,2,3,227,9,3
15970,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,2,4,227,9,1
15971,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,5,227,177,2
15973,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,6,227,177,1
15974,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,7,227,177,43
16017,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,8,227,177,1
16018,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,9,227,177,7
16025,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,10,227,177,1
16026,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,11,227,177,20
16046,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,12,227,177,15
16061,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,13,227,177,19
16080,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,14,227,177,7
16087,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,15,227,177,1
16088,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,16,227,177,2
16090,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,17,227,177,1
16091,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,18,227,177,7
16098,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,19,227,177,4
16102,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,20,227,177,2
16104,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,21,227,177,9
16113,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,22,227,177,1
16114,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,23,227,177,18
16132,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,3,24,227,177,16
16148,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,4,25,227,1,1
16149,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,5,26,227,37,1
16150,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,5,27,227,37,7
16157,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,5,28,227,37,7
16164,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,5,29,227,37,1
16165,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,5,30,227,37,2
16167,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,5,31,227,37,8
16175,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,5,32,227,37,6
16181,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,5,33,227,37,2
16183,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,5,34,227,37,3
16186,1PHBBJNH4WFuDBlAuVKWMA,1973,Virgin EMI,66,glam rock::mellow gold::piano rock,87,4452690,1.5441657709251115,0.062447246236857885,0.04044076576017202,2.01295,1.00939,1.00356,0.6499043165545406,0.07481820784794266,6,35,6,35,227,1,1
16187,1PP008D86EK7z8xeuZ3my2,2010,Castle Communications,25,album rock::glam metal::hard rock::metal,50,39223,1.7584239455782316,0.07315259385992665,0.04160122707830364,1.8263,0.89015,0.93615,0.5323801477761161,0.10339794079932794,3,5,0,0,147,1,1
16188,1PP008D86EK7z8xeuZ3my2,2010,Castle Communications,25,album rock::glam metal::hard rock::metal,50,39223,1.7584239455782316,0.07315259385992665,0.04160122707830364,1.8263,0.89015,0.93615,0.5323801477761161,0.10339794079932794,3,5,1,1,147,121,10
16198,1PP008D86EK7z8xeuZ3my2,2010,Castle Communications,25,album rock::glam metal::hard rock::metal,50,39223,1.7584239455782316,0.07315259385992665,0.04160122707830364,1.8263,0.89015,0.93615,0.5323801477761161,0.10339794079932794,3,5,1,2,147,121,99
16297,1PP008D86EK7z8xeuZ3my2,2010,Castle Communications,25,album rock::glam metal::hard rock::metal,50,39223,1.7584239455782316,0.07315259385992665,0.04160122707830364,1.8263,0.89015,0.93615,0.5323801477761161,0.10339794079932794,3,5,1,3,147,121,12
16309,1PP008D86EK7z8xeuZ3my2,2010,Castle Communications,25,album rock::glam metal::hard rock::metal,50,39223,1.7584239455782316,0.07315259385992665,0.04160122707830364,1.8263,0.89015,0.93615,0.5323801477761161,0.10339794079932794,3,5,2,4,147,1,1
16310,1PP008D86EK7z8xeuZ3my2,2010,Castle Communications,25,album rock::glam metal::hard rock::metal,50,39223,1.7584239455782316,0.07315259385992665,0.04160122707830364,1.8263,0.89015,0.93615,0.5323801477761161,0.10339794079932794,3,5,3,5,147,24,24
16334,1PcHlGaKNMTbj2IbG14tcm,1957,Sun Record Company,0,rhythm and blues::rock-and-roll::rockabilly,40,6291,2.5223054,0.021489633306146946,0.008519837964961318,2.55996,2.47783,0.08212999999999981,0.03256148125441107,0.008341335744351745,0,0,0,0,50,50,50
16384,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,0,0,78,20,4
16388,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,0,1,78,20,1
16389,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,0,2,78,20,5
16394,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,0,3,78,20,8
16402,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,0,4,78,20,1
16403,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,0,5,78,20,1
16404,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,1,6,78,1,1
16405,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,7,78,56,1
16406,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,8,78,56,3
16409,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,9,78,56,2
16411,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,10,78,56,3
16414,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,11,78,56,2
16416,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,12,78,56,6
16422,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,13,78,56,9
16431,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,14,78,56,1
16432,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,15,78,56,1
16433,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,16,78,56,3
16436,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,17,78,56,5
16441,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,18,78,56,5
16446,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,19,78,56,9
16455,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,20,78,56,1
16456,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,21,78,56,1
16457,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,22,78,56,1
16458,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,2,23,78,56,3
16461,1TVtYIucWI5fqdQwwlZFR3,1956,Cobra Records,38,blues::blues rock::chicago blues::electric blues::modern blues::traditional blues,48,104253,2.7438046153846165,0.25449497185190534,0.09275258537905447,3.43924,0.71513,2.7241099999999996,0.9928221509380849,0.35737245756648106,3,24,3,24,78,1,1
16462,1ULMLQUbrnbTbmUlRkFhOt,1974,Epic/Nashville,10,country rock::texas country,46,29171,2.470196666666667,0.06604037967160546,0.02673486713133723,2.89775,2.39985,0.4979,0.20156289850065917,0.07122169031736872,1,2,0,0,54,53,9
16471,1ULMLQUbrnbTbmUlRkFhOt,1974,Epic/Nashville,10,country rock::texas country,46,29171,2.470196666666667,0.06604037967160546,0.02673486713133723,2.89775,2.39985,0.4979,0.20156289850065917,0.07122169031736872,1,2,0,1,54,53,44
16515,1ULMLQUbrnbTbmUlRkFhOt,1974,Epic/Nashville,10,country rock::texas country,46,29171,2.470196666666667,0.06604037967160546,0.02673486713133723,2.89775,2.39985,0.4979,0.20156289850065917,0.07122169031736872,1,2,1,2,54,1,1
16516,1USKs5wcxokVwrgbfATjmP,1984,Rhino/Warner Records,48,album rock::classic rock::glam metal::hard rock::metal::power metal::rock::speed metal,67,1213184,1.894760325203252,0.02617974701924642,0.013816917459699344,1.99335,1.84029,0.15305999999999997,0.08078066548262833,0.015884881925397474,0,4,0,0,123,123,1
16517,1USKs5wcxokVwrgbfATjmP,1984,Rhino/Warner Records,48,album rock::classic rock::glam metal::hard rock::metal::power metal::rock::speed metal,67,1213184,1.894760325203252,0.02617974701924642,0.013816917459699344,1.99335,1.84029,0.15305999999999997,0.08078066548262833,0.015884881925397474,0,4,0,1,123,123,2
16519,1USKs5wcxokVwrgbfATjmP,1984,Rhino/Warner Records,48,album rock::classic rock::glam metal::hard rock::metal::power metal::rock::speed metal,67,1213184,1.894760325203252,0.02617974701924642,0.013816917459699344,1.99335,1.84029,0.15305999999999997,0.08078066548262833,0.015884881925397474,0,4,0,2,123,123,80
16599,1USKs5wcxokVwrgbfATjmP,1984,Rhino/Warner Records,48,album rock::classic rock::glam metal::hard rock::metal::power metal::rock::speed metal,67,1213184,1.894760325203252,0.02617974701924642,0.013816917459699344,1.99335,1.84029,0.15305999999999997,0.08078066548262833,0.015884881925397474,0,4,0,3,123,123,2
16601,1USKs5wcxokVwrgbfATjmP,1984,Rhino/Warner Records,48,album rock::classic rock::glam metal::hard rock::metal::power metal::rock::speed metal,67,1213184,1.894760325203252,0.02617974701924642,0.013816917459699344,1.99335,1.84029,0.15305999999999997,0.08078066548262833,0.015884881925397474,0,4,0,4,123,123,38
16639,1VTf67wIhIxUJFF1YEBatB,1994,Rhino/Warner Records,49,funk::p funk::quiet storm::soul,63,194608,3.2238681000000002,0.1975254101986155,0.061269693446396115,3.33889,1.67117,1.66772,0.5173040423086788,0.2860540093257802,6,13,0,0,100,39,5
16644,1VTf67wIhIxUJFF1YEBatB,1994,Rhino/Warner Records,49,funk::p funk::quiet storm::soul,63,194608,3.2238681000000002,0.1975254101986155,0.061269693446396115,3.33889,1.67117,1.66772,0.5173040423086788,0.2860540093257802,6,13,0,1,100,39,2
16646,1VTf67wIhIxUJFF1YEBatB,1994,Rhino/Warner Records,49,funk::p funk::quiet storm::soul,63,194608,3.2238681000000002,0.1975254101986155,0.061269693446396115,3.33889,1.67117,1.66772,0.5173040423086788,0.2860540093257802,6,13,0,2,100,39,1
16647,1VTf67wIhIxUJFF1YEBatB,1994,Rhino/Warner Records,49,funk::p funk::quiet storm::soul,63,194608,3.2238681000000002,0.1975254101986155,0.061269693446396115,3.33889,1.67117,1.66772,0.5173040423086788,0.2860540093257802,6,13,0,3,100,39,26
16673,1VTf67wIhIxUJFF1YEBatB,1994,Rhino/Warner Records,49,funk::p funk::quiet storm::soul,63,194608,3.2238681000000002,0.1975254101986155,0.061269693446396115,3.33889,1.67117,1.66772,0.5173040423086788,0.2860540093257802,6,13,0,4,100,39,2
16675,1VTf67wIhIxUJFF1YEBatB,1994,Rhino/Warner Records,49,funk::p funk::quiet storm::soul,63,194608,3.2238681000000002,0.1975254101986155,0.061269693446396115,3.33889,1.67117,1.66772,0.5173040423086788,0.2860540093257802,6,13,0,5,100,39,3
16678,1VTf67wIhIxUJFF1YEBatB,1994,Rhino/Warner Records,49,funk::p funk::quiet storm::soul,63,194608,3.2238681000000002,0.1975254101986155,0.061269693446396115,3.33889,1.67117,1.66772,0.5173040423086788,0.2860540093257802,6,13,1,6,100,1,1
16679,1VTf67wIhIxUJFF1YEBatB,1994,Rhino/Warner Records,49,funk::p funk::quiet storm::soul,63,194608,3.2238681000000002,0.1975254101986155,0.061269693446396115,3.33889,1.67117,1.66772,0.5173040423086788,0.2860540093257802,6,13,2,7,100,22,1
16680,1VTf67wIhIxUJFF1YEBatB,1994,Rhino/Warner Records,49,funk::p funk::quiet storm::soul,63,194608,3.2238681000000002,0.1975254101986155,0.061269693446396115,3.33889,1.67117,1.66772,0.5173040423086788,0.2860540093257802,6,13,2,8,100,22,1
